     1 , 4194886.50
     2 , 4201519.00
     3 , 4122215.75
     4 , 3845094.00
     5 , 4010268.75
     6 , 3988038.50
     7 , 3681235.00
     8 , 3710007.00
     9 , 3567297.75
    10 , 3402709.75
    11 , 3279188.50
    12 , 3068855.25
    13 , 3054178.00
    14 , 2813242.25
    15 , 2681729.75
    16 , 2307714.75
    17 , 2171551.25
    18 , 1917205.25
    19 , 1731292.75
    20 , 1572924.75
    21 , 1226902.50
    22 ,  949038.38
    23 ,  698358.12
    24 ,  348734.44
    25 ,  389301.97
    26 ,   57254.31
    27 , -208227.80
    28 , -327544.69
    29 , -680517.75
    30 , -1041967.94
    31 , -1185889.50
    32 , -1485383.12
    33 , -1752398.25
    34 , -1844812.50
    35 , -2148659.25
    36 , -2196463.00
    37 , -2392089.50
    38 , -2715055.25
    39 , -2873269.25
    40 , -2986433.75
    41 , -3196466.50
    42 , -3330433.50
    43 , -3416488.25
    44 , -3529342.50
    45 , -3728063.00
    46 , -3769018.75
    47 , -3914421.25
    48 , -3883498.25
    49 , -3981461.50
    50 , -3974051.50
    51 , -4182096.75
    52 , -4119016.00
    53 , -4063182.00
    54 , -4093894.50
    55 , -4074770.00
    56 , -4022252.75
    57 , -4136896.75
    58 , -3732075.25
    59 , -3738205.00
    60 , -3704386.00
    61 , -3730435.75
    62 , -3563915.00
    63 , -3512169.75
    64 , -3222223.00
    65 , -3272715.00
    66 , -2925613.00
    67 , -2695212.00
    68 , -2516540.00
    69 , -2175453.25
    70 , -2052350.88
    71 , -1729018.38
    72 , -1605925.38
    73 , -1373157.50
    74 , -1298164.00
    75 , -946383.88
    76 , -668552.06
    77 , -453558.31
    78 , -173282.48
    79 ,  169394.55
    80 ,  294785.59
    81 ,  516883.50
    82 ,  834306.25
    83 , 1176444.62
    84 , 1306669.75
    85 , 1538003.25
    86 , 1776669.50
    87 , 2143295.00
    88 , 2199350.00
    89 , 2381871.50
    90 , 2836324.00
    91 , 2696101.50
    92 , 2846077.50
    93 , 3181874.25
    94 , 3265310.00
    95 , 3547376.25
    96 , 3518514.50
    97 , 3595432.00
    98 , 3789041.25
    99 , 3982418.75
   100 , 3790332.25
   101 , 3977700.00
   102 , 4148924.00
   103 , 4200918.00
   104 , 4175231.50
   105 , 4173242.50
   106 , 4242734.00
   107 , 4146463.50
   108 , 4121915.50
   109 , 4124652.25
   110 , 3951290.75
   111 , 3751581.50
   112 , 3633194.50
   113 , 3823849.50
   114 , 3531638.75
   115 , 3581491.25
   116 , 3407440.50
   117 , 3080563.25
   118 , 2970238.00
   119 , 2678523.00
   120 , 2567180.25
   121 , 2442936.75
   122 , 2392778.50
   123 , 1943154.00
   124 , 1740205.88
   125 , 1600128.50
   126 , 1326746.75
   127 , 1214312.88
   128 ,  770278.12
   129 ,  516078.38
   130 ,  369196.50
   131 ,  208174.62
   132 , -329420.81
   133 , -239663.97
   134 , -707861.06
   135 , -1037368.06
   136 , -1236624.38
   137 , -1401372.75
   138 , -1655896.88
   139 , -1880877.25
   140 , -2068521.12
   141 , -2277750.00
   142 , -2594338.75
   143 , -2708122.25
   144 , -2963586.50
   145 , -3020228.25
   146 , -3060815.25
   147 , -3471262.00
   148 , -3570040.75
   149 , -3548226.25
   150 , -3703133.50
   151 , -3832160.00
   152 , -3891291.50
   153 , -4152232.50
   154 , -4124239.75
   155 , -4239531.00
   156 , -4235486.50
   157 , -4213303.00
   158 , -3985864.00
   159 , -4108458.50
   160 , -4216504.50
   161 , -4000773.00
   162 , -3996033.50
   163 , -3819414.50
   164 , -3983363.75
   165 , -3694238.00
   166 , -3764268.75
   167 , -3467378.25
   168 , -3290036.25
   169 , -3241431.00
   170 , -3055875.25
   171 , -3025662.50
   172 , -2522465.50
   173 , -2495731.00
   174 , -2151417.75
   175 , -2156734.25
   176 , -1988609.00
   177 , -1656796.50
   178 , -1399538.38
   179 , -1029542.50
   180 , -1037118.12
   181 , -688657.31
   182 , -343405.72
   183 , -171933.94
   184 ,   62933.89
   185 ,  322890.50
   186 ,  638839.88
   187 ,  557427.25
   188 , 1127522.12
   189 , 1365858.88
   190 , 1504994.25
   191 , 1707775.12
   192 , 1895205.25
   193 , 2220828.00
   194 , 2334908.75
   195 , 2731726.00
   196 , 2758646.00
   197 , 2907748.50
   198 , 3199178.25
   199 , 3261850.00
   200 , 3552419.50
   201 , 3552970.00
   202 , 3608675.00
   203 , 3836937.00
   204 , 3892586.25
   205 , 3906324.00
   206 , 4125768.00
   207 , 4051820.25
   208 , 4138207.50
   209 , 4094526.00
   210 , 4009980.00
   211 , 4252075.00
   212 , 4173926.00
   213 , 4131739.50
   214 , 4188797.00
   215 , 3888867.00
   216 , 4048493.00
   217 , 3722974.50
   218 , 3795093.00
   219 , 3714277.75
   220 , 3327143.00
   221 , 3163713.50
   222 , 3243919.50
   223 , 2918466.00
   224 , 2779147.50
   225 , 2582983.25
   226 , 2407189.50
   227 , 2076469.25
   228 , 2022510.25
   229 , 1746461.00
   230 , 1478752.88
   231 , 1381750.62
   232 , 1157011.88
   233 ,  788364.81
   234 ,  796912.75
   235 ,  339789.16
   236 ,  -29203.12
   237 , -249738.97
   238 , -394029.06
   239 , -595433.38
   240 , -838974.94
   241 , -1113991.50
   242 , -1435448.38
   243 , -1649518.62
   244 , -1800791.88
   245 , -2091749.50
   246 , -2147183.25
   247 , -2468065.50
   248 , -2735776.25
   249 , -2849755.50
   250 , -3094748.00
   251 , -3188371.75
   252 , -3456204.50
   253 , -3458496.75
   254 , -3606519.00
   255 , -3543851.25
