     1 , 4194886.50
     2 , 4201521.00
     3 , 4122200.50
     4 , 3845098.50
     5 , 4010327.00
     6 , 3987961.75
     7 , 3681236.50
     8 , 3709911.00
     9 , 3567294.50
    10 , 3402658.25
    11 , 3279206.75
    12 , 3068791.75
    13 , 3054191.50
    14 , 2813164.50
    15 , 2681753.00
    16 , 2307760.00
    17 , 2171568.50
    18 , 1917219.00
    19 , 1731290.00
    20 , 1572924.00
    21 , 1226885.75
    22 ,  949030.12
    23 ,  698357.19
    24 ,  348728.34
    25 ,  389298.50
    26 ,   57250.52
    27 , -208228.78
    28 , -327543.22
    29 , -680511.62
    30 , -1041982.88
    31 , -1185886.12
    32 , -1485371.88
    33 , -1752374.25
    34 , -1844800.50
    35 , -2148644.75
    36 , -2196439.25
    37 , -2392065.25
    38 , -2715042.00
    39 , -2873273.75
    40 , -2986425.00
    41 , -3196431.50
    42 , -3330451.50
    43 , -3416536.25
    44 , -3529417.25
    45 , -3728043.50
    46 , -3768980.00
    47 , -3914398.50
    48 , -3883531.50
    49 , -3981360.50
    50 , -3974091.75
    51 , -4182068.25
    52 , -4119098.50
    53 , -4063135.75
    54 , -4093910.25
    55 , -4074804.75
    56 , -4022233.50
    57 , -4136831.25
    58 , -3731989.25
    59 , -3738253.50
    60 , -3704454.25
    61 , -3730442.50
    62 , -3563903.25
    63 , -3512171.00
    64 , -3222250.50
    65 , -3272723.50
    66 , -2925648.00
    67 , -2695250.25
    68 , -2516602.00
    69 , -2175491.00
    70 , -2052358.50
    71 , -1729014.25
    72 , -1605911.38
    73 , -1373136.38
    74 , -1298158.50
    75 , -946375.00
    76 , -668546.25
    77 , -453556.19
    78 , -173279.00
    79 ,  169394.80
    80 ,  294789.38
    81 ,  516878.75
    82 ,  834309.44
    83 , 1176445.75
    84 , 1306651.12
    85 , 1537987.00
    86 , 1776654.62
    87 , 2143288.00
    88 , 2199369.75
    89 , 2381874.75
    90 , 2836287.75
    91 , 2696127.25
    92 , 2846066.50
    93 , 3181820.75
    94 , 3265297.00
    95 , 3547397.25
    96 , 3518493.00
    97 , 3595439.25
    98 , 3789079.25
    99 , 3982494.50
   100 , 3790452.50
   101 , 3977749.00
   102 , 4148933.00
   103 , 4200909.50
   104 , 4175192.50
   105 , 4173231.50
   106 , 4242724.50
   107 , 4146423.75
   108 , 4121968.50
   109 , 4124675.25
   110 , 3951262.50
   111 , 3751539.50
   112 , 3633221.25
   113 , 3823871.00
   114 , 3531680.75
   115 , 3581418.00
   116 , 3407438.00
   117 , 3080610.75
   118 , 2970298.25
   119 , 2678544.00
   120 , 2567144.00
   121 , 2442931.00
   122 , 2392781.50
   123 , 1943155.75
   124 , 1740214.00
   125 , 1600138.62
   126 , 1326763.50
   127 , 1214341.12
   128 ,  770277.38
   129 ,  516084.88
   130 ,  369192.34
   131 ,  208176.22
   132 , -329420.19
   133 , -239666.56
   134 , -707879.50
   135 , -1037364.12
   136 , -1236622.50
   137 , -1401372.62
   138 , -1655863.75
   139 , -1880909.38
   140 , -2068585.00
   141 , -2277735.50
   142 , -2594324.50
   143 , -2708111.00
   144 , -2963589.50
   145 , -3020211.75
   146 , -3060812.00
   147 , -3471257.50
   148 , -3569998.50
   149 , -3548265.50
   150 , -3703095.00
   151 , -3832101.25
   152 , -3891303.75
   153 , -4152233.00
   154 , -4124251.50
   155 , -4239543.50
   156 , -4235497.50
   157 , -4213279.00
   158 , -3985922.50
   159 , -4108491.50
   160 , -4216462.00
   161 , -4000791.25
   162 , -3995973.75
   163 , -3819404.25
   164 , -3983333.00
   165 , -3694219.50
   166 , -3764280.00
   167 , -3467388.00
   168 , -3290029.00
   169 , -3241462.00
   170 , -3055843.00
   171 , -3025571.75
   172 , -2522493.50
   173 , -2495720.00
   174 , -2151383.75
   175 , -2156727.00
   176 , -1988561.00
   177 , -1656779.75
   178 , -1399514.75
   179 , -1029527.00
   180 , -1037119.56
   181 , -688646.75
   182 , -343402.62
   183 , -171929.44
   184 ,   62931.30
   185 ,  322893.75
   186 ,  638841.06
   187 ,  557427.69
   188 , 1127515.00
   189 , 1365870.75
   190 , 1504996.62
   191 , 1707806.88
   192 , 1895190.25
   193 , 2220818.50
   194 , 2334913.50
   195 , 2731708.75
   196 , 2758640.50
   197 , 2907713.50
   198 , 3199144.00
   199 , 3261863.00
   200 , 3552409.75
   201 , 3552980.00
   202 , 3608660.50
   203 , 3836984.25
   204 , 3892626.75
   205 , 3906344.50
   206 , 4125835.50
   207 , 4051819.50
   208 , 4138195.50
   209 , 4094559.50
   210 , 4009963.50
   211 , 4252132.50
   212 , 4173846.00
   213 , 4131702.00
   214 , 4188844.00
   215 , 3888835.25
   216 , 4048446.75
   217 , 3723037.75
   218 , 3795114.00
   219 , 3714321.00
   220 , 3327141.00
   221 , 3163700.50
   222 , 3243970.75
   223 , 2918493.50
   224 , 2779093.75
   225 , 2582944.50
   226 , 2407178.50
   227 , 2076460.50
   228 , 2022520.62
   229 , 1746472.38
   230 , 1478746.00
   231 , 1381767.75
   232 , 1157020.25
   233 ,  788358.00
   234 ,  796931.25
   235 ,  339785.75
   236 ,  -29204.06
   237 , -249736.19
   238 , -394031.56
   239 , -595439.62
   240 , -838959.50
   241 , -1113987.50
   242 , -1435435.75
   243 , -1649512.62
   244 , -1800770.12
   245 , -2091728.38
   246 , -2147130.50
   247 , -2468088.75
   248 , -2735778.25
   249 , -2849770.50
   250 , -3094726.00
   251 , -3188414.50
   252 , -3456259.00
   253 , -3458486.50
   254 , -3606453.25
   255 , -3543862.00
